ID;date;species;simp_species;simp_confidence_index;confidence_index;success;manual_check
HB6005;20150924;Pipnat;Pipnat;0.3;0.222;0;Orthoptera
HB4004;20150929;Myodau;Myosp;0.3;0.222;1;Myosp
HC251;20150924;Pipnat;Pipnat;0.3;0.222;0;Pipkuh
HC10005;20150926;Barbar;Barbar;0.3;0.224;1;Barbar
HC4004;20150917;Pipkuh;Pipkuh;0.3;0.224;0;Orthoptera
HB4008;20151008;Pipnat;Pipnat;0.3;0.224;1;Pipnat
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.224;0;Pippip
HB10007;20151009;Myoema;Myosp;0.3;0.226;1;Myosp
TEA251;20150921;Nyclei;Nyclei;0.3;0.226;1;Nyclei
HA5002;20150922;Nyclei;Nyclei;0.3;0.226;1;Nyclei
EC1006;20150913;Nyclei;Nyclei;0.3;0.226;1;Nyclei
HB8005;20151001;Pleaus;Plesp;0.3;0.226;1;Plesp
HC3003;20150914;Eptser;Eptser;0.3;0.228;0;Myosp
HC3002;20150914;Myocap;Myosp;0.3;0.23;0;Barbar
HB6008;20151008;Myocap;Myosp;0.3;0.23;1;Myosp
HC8006;20150927;Pipkuh;Pipkuh;0.3;0.23;1;Pipkuh
HB6005;20150924;Pipnat;Pipnat;0.3;0.232;0;Interference
HB4008;20151008;Pipnat;Pipnat;0.3;0.232;1;Pipnat
HB9007;20151008;Pipnat;Pipnat;0.3;0.232;1;Pipnat
HB1004;20150924;Pippip;Pippip;0.3;0.232;1;Pippip
HC10004;20150926;Barbar;Barbar;0.3;0.236;1;Barbar
HB1007;20151001;Eptser;Eptser;0.3;0.236;1;Eptser
TEA251;20150921;Eptser;Eptser;0.3;0.236;1;Eptser
HC10001;20150924;Myoema;Myosp;0.3;0.236;1;Myosp
HB10001;20150918;Nyclei;Nyclei;0.3;0.236;0;Orthoptera
HC10006;20150927;Nycnoc;Nycnoc;0.3;0.236;0;Orthoptera
HC509;20151005;Pipnat;Pipnat;0.3;0.236;0;Pippip
HB7003;20150924;Pippip;Pippip;0.3;0.236;1;Pippip
HC2005;20150916;Pipkuh;Pipkuh;0.3;0.238;1;Pipkuh
HC10001;20150925;Nycnoc;Nycnoc;0.3;0.238;0;Pippip
HB1004;20150924;Pippip;Pippip;0.3;0.238;1;Pippip
HB6008;20151009;Myoema;Myosp;0.3;0.24;1;Myosp
HB4007;20151006;Nycnoc;Nycnoc;0.3;0.24;0;Pippip
TEB254;20150923;Pippip;Pippip;0.3;0.24;1;Pippip
HC3003;20150914;Myonat;Myosp;0.3;0.242;1;Myosp
EC1006;20150913;Myonat;Myosp;0.3;0.242;1;Myosp
HB10003;20150929;Nyclei;Nyclei;0.3;0.242;1;Nyclei
HC4009;20150925;Pleaur;Plesp;0.3;0.242;1;Plesp
HB9004;20151001;Pleaus;Plesp;0.3;0.242;1;Plesp
HB10001;20150919;Pleaus;Plesp;0.3;0.242;1;Plesp
HA5001;20150922;Eptser;Eptser;0.3;0.244;1;Eptser
HC6006;20150928;Pipnat;Pipnat;0.3;0.244;0;Pippip
TEC252;20150924;Pippip;Pippip;0.3;0.244;1;Pippip
HA5001;20150921;Pleaus;Plesp;0.3;0.244;1;Plesp
HC502;20150917;Barbar;Barbar;0.3;0.246;1;Barbar
EB506;20151008;Pleaus;Plesp;0.3;0.246;0;Barbar
HB10005;20151001;Eptser;Eptser;0.3;0.246;1;Eptser
HC2005;20150916;Nyclei;Nyclei;0.3;0.246;0;Orthoptera
HC2005;20150916;Myomys;Myosp;0.3;0.246;1;Myosp
HB6005;20150924;Pipnat;Pipnat;0.3;0.246;0;Interference
HC10005;20150927;Nyclei;Nyclei;0.3;0.246;0;Orthoptera
HC8005;20150925;Pipkuh;Pipkuh;0.3;0.246;1;Pipkuh
HC10001;20150924;Nycnoc;Nycnoc;0.3;0.246;0;Pippip
HC4002;20150914;Pleaus;Plesp;0.3;0.246;1;Plesp
HC509;20151004;Pipkuh;Pipkuh;0.3;0.248;1;Pipkuh
HC8005;20150926;Pipkuh;Pipkuh;0.3;0.248;1;Pipkuh
EB259;20151008;Pipnat;Pipnat;0.3;0.248;0;Pipkuh
TEB254;20150923;Pippip;Pippip;0.3;0.248;1;Pippip
TEA251;20150921;Eptser;Eptser;0.3;0.25;1;Eptser
HC4004;20150917;Pipkuh;Pipkuh;0.3;0.25;0;Orthoptera
TEC3005;20150928;Pipkuh;Pipkuh;0.3;0.25;1;Pipkuh
HC7003;20150917;Pleaus;Plesp;0.3;0.25;0;Pippip
HB6006;20151002;Barbar;Barbar;0.3;0.252;1;Barbar
HC7005;20150924;Myodau;Myosp;0.3;0.252;1;Myosp
HB3008;20151008;Pipkuh;Pipkuh;0.3;0.252;0;Myosp
HA5002;20150922;Nyclei;Nyclei;0.3;0.252;1;Nyclei
HC10001;20150924;Eptser;Eptser;0.3;0.254;1;Eptser
HC4002;20150914;Nyclei;Nyclei;0.3;0.254;1;Nyclei
HA8001;20150921;Pipkuh;Pipkuh;0.3;0.254;1;Pipkuh
HB503;20150918;Nycnoc;Nycnoc;0.3;0.254;0;Orthoptera
HB6004;20150919;Barbar;Barbar;0.3;0.256;1;Barbar
HC6003;20150918;Barbar;Barbar;0.3;0.256;1;Barbar
EB502;20150919;Eptser;Eptser;0.3;0.256;1;Eptser
HC8005;20150926;Myodau;Myosp;0.3;0.256;1;Myosp
HA10002;20150922;Myoema;Myosp;0.3;0.256;1;Myosp
HC5003;20150916;Nycnoc;Nycnoc;0.3;0.256;1;Nycnoc
HC1004;20150914;Pipkuh;Pipkuh;0.3;0.256;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.256;0;Pippip
TEA251;20150922;Pippip;Pippip;0.3;0.256;1;Pippip
HA8002;20150923;Pleaus;Plesp;0.3;0.256;1;Plesp
HC8002;20150918;Pleaus;Plesp;0.3;0.256;1;Plesp
HC5003;20150916;Nycnoc;Nycnoc;0.3;0.258;0;Orthoptera
EB259;20151008;Pipnat;Pipnat;0.3;0.258;0;Pipkuh
HB509;20151006;Pippip;Pippip;0.3;0.258;1;Pippip
TEA251;20150922;Pippip;Pippip;0.3;0.258;1;Pippip
HC9007;20150927;Pippip;Pippip;0.3;0.258;1;Pippip
HC503;20150926;Pleaus;Plesp;0.3;0.258;1;Plesp
HC4004;20150917;Pipkuh;Pipkuh;0.3;0.26;0;Orthoptera
EC1006;20150914;Pipkuh;Pipkuh;0.3;0.26;0;Myosp
HC6005;20150928;Pipnat;Pipnat;0.3;0.26;0;Pippip
HB3005;20150929;Barbar;Barbar;0.3;0.262;1;Barbar
EC253;20150927;Barbar;Barbar;0.3;0.262;1;Barbar
TEA251;20150921;Eptser;Eptser;0.3;0.262;1;Eptser
EA1001;20150922;Nycnoc;Nycnoc;0.3;0.262;0;Nyclei
HC6003;20150918;Nyclei;Nyclei;0.3;0.262;0;Interference
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.262;0;Pippip
HC509;20151005;Pipnat;Pipnat;0.3;0.262;0;Pippip
HA5002;20150922;Pippip;Pippip;0.3;0.262;1;Pippip
HB509;20151006;Eptser;Eptser;0.3;0.264;0;Pipkuh
HB504;20150918;Barbar;Barbar;0.3;0.266;1;Barbar
HA8002;20150922;Myoalc;Myosp;0.3;0.266;1;Myosp
HC1004;20150914;Pipkuh;Pipkuh;0.3;0.266;1;Pipkuh
HB2006;20150929;Pipnat;Pipnat;0.3;0.268;0;Orthoptera
HB6008;20151009;Myoema;Myosp;0.3;0.268;1;Myosp
HB509;20151005;Eptser;Eptser;0.3;0.268;0;Pipkuh
HB6007;20151006;Nyclei;Nyclei;0.3;0.268;0;Pippip
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.268;0;Pippip
HC9007;20150927;Pleaus;Plesp;0.3;0.268;0;Pippip
HB5004;20150923;Myodau;Myosp;0.3;0.27;0;Barbar
HC3003;20150913;Eptser;Eptser;0.3;0.27;1;Eptser
HB6008;20151009;Myodau;Myosp;0.3;0.27;1;Myosp
HC9005;20150925;Pippip;Pippip;0.3;0.27;1;Pippip
HB504;20150918;Barbar;Barbar;0.3;0.272;1;Barbar
HA5001;20150922;Nyclei;Nyclei;0.3;0.272;1;Nyclei
EB502;20150919;Pipkuh;Pipkuh;0.3;0.272;1;Pipkuh
HC1004;20150914;Pipkuh;Pipkuh;0.3;0.274;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.274;0;Pippip
HC509;20151005;Pipnat;Pipnat;0.3;0.274;0;Pippip
HA8001;20150921;Pippip;Pippip;0.3;0.274;1;Pippip
HC10004;20150927;Barbar;Barbar;0.3;0.276;1;Barbar
HB1008;20151008;Pleaus;Plesp;0.3;0.276;0;Barbar
HC10001;20150925;Pipnat;Pipnat;0.3;0.276;0;Pipkuh
HC8002;20150917;Nyclei;Nyclei;0.3;0.276;0;Plesp
HA6002;20150922;Barbar;Barbar;0.3;0.278;1;Barbar
HB10001;20150918;Nyclei;Nyclei;0.3;0.278;0;Orthoptera
HC509;20151005;Pipnat;Pipnat;0.3;0.278;0;Pippip
HB10004;20150930;Pippip;Pippip;0.3;0.278;1;Pippip
HB6006;20151001;Barbar;Barbar;0.3;0.28;1;Barbar
HB257;20151009;Barbar;Barbar;0.3;0.28;1;Barbar
HC10001;20150924;Eptser;Eptser;0.3;0.28;1;Eptser
HC8005;20150925;Myodau;Myosp;0.3;0.28;1;Myosp
HB4008;20151008;Pleaus;Plesp;0.3;0.28;0;Myosp
HC4002;20150914;Nyclei;Nyclei;0.3;0.28;1;Nyclei
HC9002;20150917;Pipkuh;Pipkuh;0.3;0.28;1;Pipkuh
HC509;20151005;Pippip;Pippip;0.3;0.28;1;Pippip
HC2007;20150918;Barbar;Barbar;0.3;0.282;1;Barbar
HC504;20150925;Pipkuh;Pipkuh;0.3;0.282;1;Pipkuh
HA8002;20150923;Barbar;Barbar;0.3;0.284;1;Barbar
TEA251;20150921;Eptser;Eptser;0.3;0.284;1;Eptser
HC8004;20150924;Eptser;Eptser;0.3;0.284;1;Eptser
HA5001;20150922;Nyclei;Nyclei;0.3;0.284;1;Nyclei
HC509;20151005;Eptser;Eptser;0.3;0.284;0;Pipkuh
HC5005;20150926;Pippip;Pippip;0.3;0.284;1;Pippip
HC10001;20150925;Pippip;Pippip;0.3;0.284;1;Pippip
HB6004;20150919;Myodau;Myosp;0.3;0.286;0;Barbar
TEA251;20150921;Eptser;Eptser;0.3;0.286;1;Eptser
TEA251;20150921;Eptser;Eptser;0.3;0.286;1;Eptser
HC1004;20150914;Myocap;Myosp;0.3;0.286;1;Myosp
HC8006;20150927;Pleaus;Plesp;0.3;0.286;0;Pipkuh
HC4003;20150916;Myonat;Myosp;0.3;0.286;0;Pippip
HA10002;20150922;Pippip;Pippip;0.3;0.286;1;Pippip
HC10004;20150927;Barbar;Barbar;0.3;0.288;1;Barbar
HC7002;20150917;Myodau;Myosp;0.3;0.288;0;Barbar
TEA251;20150921;Nyclei;Nyclei;0.3;0.288;0;Eptser
HB1008;20151008;Pipnat;Pipnat;0.3;0.288;1;Pipnat
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.288;0;Pippip
TEC505;20150925;Pleaus;Plesp;0.3;0.288;1;Plesp
HC1004;20150914;Barbar;Barbar;0.3;0.29;1;Barbar
HA10002;20150922;Eptser;Eptser;0.3;0.29;1;Eptser
HC10001;20150924;Eptser;Eptser;0.3;0.29;1;Eptser
HC1004;20150914;Pipkuh;Pipkuh;0.3;0.29;1;Pipkuh
TEC252;20150924;Pipnat;Pipnat;0.3;0.29;0;Pippip
HB257;20151009;Pleaus;Plesp;0.3;0.29;1;Plesp
EB502;20150919;Nyclei;Nyclei;0.3;0.292;1;Nyclei
HB10007;20151009;Pipnat;Pipnat;0.3;0.292;1;Pipnat
HB10005;20151002;Pippip;Pippip;0.3;0.292;1;Pippip
HC3007;20150913;Pippip;Pippip;0.3;0.292;1;Pippip
TEB253;20150919;Barbar;Barbar;0.3;0.294;1;Barbar
TEA251;20150921;Eptser;Eptser;0.3;0.294;1;Eptser
HC502;20150917;Nyclei;Nyclei;0.3;0.294;1;Nyclei
TEB254;20150923;Pippip;Pippip;0.3;0.294;1;Pippip
HB509;20151005;Pleaus;Plesp;0.3;0.294;1;Plesp
HC9002;20150916;Nycnoc;Nycnoc;0.3;0.296;0;Orthoptera
HB6008;20151008;Nycnoc;Nycnoc;0.3;0.296;0;Orthoptera
HB3008;20151008;Pippip;Pippip;0.3;0.296;1;Pippip
HA10002;20150922;Pleaus;Plesp;0.3;0.296;1;Plesp
HC8002;20150917;Rhihip;Rhihip;0.3;0.298;0;Interference
HC509;20151005;Pipkuh;Pipkuh;0.3;0.298;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.298;0;Pippip
HC8006;20150927;Pippip;Pippip;0.3;0.298;1;Pippip
HC1006;20150918;Pleaus;Plesp;0.3;0.298;1;Plesp
HB7004;20150930;Barbar;Barbar;0.3;0.3;1;Barbar
TEB504;20151001;Myodau;Myosp;0.3;0.3;1;Myosp
HC2005;20150917;Nycnoc;Nycnoc;0.3;0.3;1;Nycnoc
HC509;20151005;Pipnat;Pipnat;0.3;0.3;0;Pippip
TEA251;20150921;Eptser;Eptser;0.4;0.302;1;Eptser
TEC3005;20150928;MyoGT;Myosp;0.4;0.302;0;Eptser
HB6008;20151008;Nyclei;Nyclei;0.4;0.302;0;Eptser
HB10003;20150929;Nyclei;Nyclei;0.4;0.302;0;Interference
TEB257;20151001;Pipkuh;Pipkuh;0.4;0.302;1;Pipkuh
HC509;20151005;Pipnat;Pipnat;0.4;0.302;0;Pippip
HA6002;20150922;Nyclei;Nyclei;0.4;0.304;1;Nyclei
HC4002;20150913;Nyclei;Nyclei;0.4;0.304;1;Nyclei
HC10001;20150924;Nyclei;Nyclei;0.4;0.304;0;Interference
HB1007;20151001;Pipkuh;Pipkuh;0.4;0.304;1;Pipkuh
HB4007;20151006;Nycnoc;Nycnoc;0.4;0.304;0;Pippip
HC8006;20150928;Barbar;Barbar;0.4;0.306;1;Barbar
HC10005;20150926;Myoema;Myosp;0.4;0.306;1;Myosp
HB6006;20151002;Nycnoc;Nycnoc;0.4;0.306;0;Interference
HB6007;20151005;Nycnoc;Nycnoc;0.4;0.308;0;Pippip
HC10006;20150928;Pippip;Pippip;0.4;0.308;1;Pippip
HC8008;20151005;Pleaus;Plesp;0.4;0.308;1;Plesp
HC3003;20150913;Nyclei;Nyclei;0.4;0.31;1;Nyclei
HC7007;20150929;Nyclei;Nyclei;0.4;0.31;1;Nyclei
HC3004;20150917;Nycnoc;Nycnoc;0.4;0.31;0;Orthoptera
HB256;20151008;Pipnat;Pipnat;0.4;0.31;0;Pipkuh
HA10001;20150922;Pipnat;Pipnat;0.4;0.31;1;Pipnat
HC8003;20150925;Pleaus;Plesp;0.4;0.31;1;Plesp
HB8005;20151002;Barbar;Barbar;0.4;0.314;1;Barbar
HB8004;20150930;Barbar;Barbar;0.4;0.314;1;Barbar
EB502;20150919;Nyclei;Nyclei;0.4;0.314;1;Nyclei
TEB255;20150929;Nyclei;Nyclei;0.4;0.314;0;Interference
HC8002;20150917;Rhihip;Rhihip;0.4;0.314;0;Interference
HB506;20150929;Barbar;Barbar;0.4;0.316;1;Barbar
HA8001;20150921;Eptser;Eptser;0.4;0.316;1;Eptser
HA8001;20150921;Eptser;Eptser;0.4;0.316;1;Eptser
HC8003;20150925;Myoema;Myosp;0.4;0.316;1;Myosp
HA6002;20150922;Pipkuh;Pipkuh;0.4;0.316;0;Myosp
HB509;20151005;Nycnoc;Nycnoc;0.4;0.316;0;Pippip
HA8002;20150922;Pleaus;Plesp;0.4;0.316;1;Plesp
HC6002;20150917;Myocap;Myosp;0.4;0.318;1;Myosp
HA5001;20150922;Nyclei;Nyclei;0.4;0.318;1;Nyclei
HB6007;20151005;Nycnoc;Nycnoc;0.4;0.318;0;Pippip
HC2007;20150918;Nycnoc;Nycnoc;0.4;0.32;0;Orthoptera
TEB254;20150924;Nyclei;Nyclei;0.4;0.32;0;Interference
HB4007;20151005;Nycnoc;Nycnoc;0.4;0.32;0;Pippip
HA5001;20150922;Pleaus;Plesp;0.4;0.32;1;Plesp
TEA251;20150921;Eptser;Eptser;0.4;0.322;1;Eptser
TEA251;20150921;Eptser;Eptser;0.4;0.322;1;Eptser
HB6008;20151009;Myonat;Myosp;0.4;0.322;1;Myosp
HC8006;20150927;Pipnat;Pipnat;0.4;0.322;0;Pipkuh
HC7002;20150917;Nycnoc;Nycnoc;0.4;0.322;0;Pippip
HB2007;20150930;Pleaus;Plesp;0.4;0.326;0;Eptser
TEB257;20151001;Myocap;Myosp;0.4;0.326;1;Myosp
HC3004;20150917;Nyclei;Nyclei;0.4;0.326;0;Orthoptera
HC3003;20150913;Pipkuh;Pipkuh;0.4;0.326;1;Pipkuh
HB9005;20151002;Barbar;Barbar;0.4;0.328;1;Barbar
HB10005;20151001;MyoGT;Myosp;0.4;0.328;1;Myosp
HC6003;20150918;Nyclei;Nyclei;0.4;0.328;0;Interference
HC8002;20150917;Rhihip;Rhihip;0.4;0.328;0;Interference
HB509;20151005;MyoGT;Myosp;0.4;0.328;0;Pipkuh
HB4007;20151006;Nycnoc;Nycnoc;0.4;0.328;0;Pippip
HB4007;20151005;Pleaus;Plesp;0.4;0.328;1;Plesp
HB6008;20151009;Nycnoc;Nycnoc;0.4;0.33;0;Orthoptera
HB7007;20151008;Pipkuh;Pipkuh;0.4;0.33;1;Pipkuh
HB256;20151008;Pipnat;Pipnat;0.4;0.33;1;Pipnat
HB9005;20151001;Eptser;Eptser;0.4;0.332;1;Eptser
TEA251;20150921;Eptser;Eptser;0.4;0.332;1;Eptser
HC3003;20150913;Eptser;Eptser;0.4;0.332;1;Eptser
EB258;20151008;Pleaus;Plesp;0.4;0.332;1;Plesp
HC10007;20150927;Pleaus;Plesp;0.4;0.332;1;Plesp
TEA251;20150921;Eptser;Eptser;0.4;0.334;1;Eptser
HB10005;20151001;Myonat;Myosp;0.4;0.334;1;Myosp
EB258;20151008;Pipkuh;Pipkuh;0.4;0.334;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.4;0.334;0;Pippip
HB4007;20151006;Nycnoc;Nycnoc;0.4;0.334;0;Pippip
HC509;20151005;Pipkuh;Pipkuh;0.4;0.334;0;Pippip
HC40010;20150928;Barbar;Barbar;0.4;0.336;1;Barbar
TEA251;20150921;Eptser;Eptser;0.4;0.336;1;Eptser
HC4002;20150913;Nyclei;Nyclei;0.4;0.336;1;Nyclei
HC8002;20150917;Rhihip;Rhihip;0.4;0.336;0;Interference
HC2005;20150917;Pipkuh;Pipkuh;0.4;0.336;1;Pipkuh
HC6006;20150928;Pippip;Pippip;0.4;0.336;1;Pippip
HB2006;20150929;Pleaus;Plesp;0.4;0.336;1;Plesp
HC8002;20150917;Pleaus;Plesp;0.4;0.336;1;Plesp
EA251;20150921;Myonat;Myosp;0.4;0.336;0;Orthoptera
HB1007;20151001;Barbar;Barbar;0.4;0.338;1;Barbar
HC10001;20150924;Eptser;Eptser;0.4;0.338;1;Eptser
HC509;20151005;Pipkuh;Pipkuh;0.4;0.338;1;Pipkuh
EC3005;20150929;Pipnat;Pipnat;0.4;0.338;0;Pipkuh
HC9007;20150927;Pipnat;Pipnat;0.4;0.338;0;Pipkuh
TEB259;20151008;Pipnat;Pipnat;0.4;0.338;1;Pipnat
HB257;20151009;Pleaus;Plesp;0.4;0.338;1;Plesp
HA8002;20150922;Nyclei;Nyclei;0.4;0.34;1;Nyclei
HC8005;20150925;Pipkuh;Pipkuh;0.4;0.34;1;Pipkuh
HC509;20151005;Pipnat;Pipnat;0.4;0.34;0;Pippip
HC2009;20150927;Pleaus;Plesp;0.4;0.34;1;Plesp
HC509;20151004;Pipkuh;Pipkuh;0.4;0.342;1;Pipkuh
HC8006;20150927;Pipkuh;Pipkuh;0.4;0.342;1;Pipkuh
HC6006;20150928;Pipnat;Pipnat;0.4;0.342;0;Pipkuh
HB10001;20150918;Nyclei;Nyclei;0.4;0.344;0;Orthoptera
HC7006;20150927;Pipnat;Pipnat;0.4;0.344;0;Pippip
HC509;20151005;Pipnat;Pipnat;0.4;0.344;0;Pippip
HA9001;20150922;Nyclei;Nyclei;0.4;0.344;0;Orthoptera
HC10007;20150928;Myodau;Myosp;0.4;0.346;0;Barbar
HB9005;20151001;Eptser;Eptser;0.4;0.346;1;Eptser
HC4002;20150913;Eptser;Eptser;0.4;0.346;1;Eptser
HA6002;20150922;Myonat;Myosp;0.4;0.346;0;Eptser
HB4008;20151008;Pippip;Pippip;0.4;0.346;0;Orthoptera
HB1007;20151001;Myonat;Myosp;0.4;0.346;1;Myosp
HB10003;20150929;Nyclei;Nyclei;0.4;0.346;0;Interference
HB504;20150919;Pipkuh;Pipkuh;0.4;0.346;1;Pipkuh
EB506;20151008;Pipnat;Pipnat;0.4;0.346;0;Pipkuh
HC509;20151005;Pipnat;Pipnat;0.4;0.346;0;Pippip
HB10007;20151008;Pippip;Pippip;0.4;0.346;1;Pippip
HC4007;20150917;Pleaus;Plesp;0.4;0.346;1;Plesp
HC4002;20150913;Nyclei;Nyclei;0.4;0.348;1;Nyclei
HC8002;20150917;Rhihip;Rhihip;0.4;0.348;0;Interference
HC8002;20150917;Rhihip;Rhihip;0.4;0.348;0;Interference
HC8005;20150925;Myomys;Myosp;0.4;0.35;1;Myosp
HC5003;20150916;Nycnoc;Nycnoc;0.4;0.35;0;Orthoptera
HC5003;20150916;Nycnoc;Nycnoc;0.4;0.35;0;Orthoptera
HB2006;20150929;Pipkuh;Pipkuh;0.4;0.35;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.4;0.35;0;Pippip
HB4007;20151005;Nycnoc;Nycnoc;0.4;0.35;0;Pippip
HB4007;20151006;Pippip;Pippip;0.4;0.35;1;Pippip
HC8002;20150917;Nyclei;Nyclei;0.4;0.35;0;Plesp
HC6003;20150917;Eptser;Eptser;0.4;0.352;1;Eptser
HC4002;20150913;Nyclei;Nyclei;0.4;0.352;1;Nyclei
HC509;20151005;Pipkuh;Pipkuh;0.4;0.352;1;Pipkuh
HB4007;20151006;Nycnoc;Nycnoc;0.4;0.352;0;Pippip
HC10008;20150928;Pippip;Pippip;0.4;0.352;1;Pippip
HB6004;20150918;Pippip;Pippip;0.4;0.352;1;Pippip
HB6004;20150918;Pippip;Pippip;0.4;0.352;1;Pippip
HB1007;20151002;Barbar;Barbar;0.4;0.354;1;Barbar
HA10001;20150922;Eptser;Eptser;0.4;0.354;1;Eptser
